Customer_uniq_id,Region,Order_Date,Expected_Delivery_Date,Delivered_Date,product_name,product_main_category,product_subcategory,product_category_filter,product_category_subfilter,product_unique ID,retail_price,discounted_price,product_rating,Brand,product_specifications,description
cb95f32632dccb6ca1717f2b98996336,East ,30-04-2021,03-05-2021,03-05-2021,Texco Girl's Vest,Clothing , Kids' Clothing , Girls Wear , Innerwear & Sleepwear ,VESEGHG7WGPUAAFC,899,399,4,TEXCO,"{""product_specification""=>[{""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton jersey""}, {""key""=>""Neck"", ""value""=>""Square Neck""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Ideal For"", ""value""=>""Girl's""}, {""value""=>""Machine Wash""}, {""key""=>""Style Code"", ""value""=>""TC00D00295""}, {""value""=>""1 Vest""}]}","Key Features of Texco Girl's Vest Pink Cotton jersey,Texco Girl's Vest Price: Rs. 399 Chill your mood and look best with this versatile top from Texco, This is a must have in this season , you can wear it and style your self on so many ways . Under a sheer shirt, over a shrug or shirt , or with a stole .,Specifications of Texco Girl's Vest Vest Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric Cotton jersey Neck Square Neck General Details Pattern Solid Ideal For Girl's Fabric Care Machine Wash Additional Details Style Code TC00D00295 In the Box 1 Vest"
3bc140f44f3b9c230c22fc544bf308c4,West,31-12-2020,03-01-2021,03-01-2021,"Linzina Casual, Formal Purple Synthetic  Clutch","Bags, Wallets & Belts ", Wallets & Clutches , Clutches , Linzina Clutches ,CLTEGMPW379HKACN,499,275,1,LINZINA,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Zip, Magnet""}, {""key""=>""Material"", ""value""=>""Synthetic""}, {""key""=>""Style Code"", ""value""=>""PUR 0008M""}, {""key""=>""Occasion"", ""value""=>""Casual, Formal""}, {""key""=>""Color Code"", ""value""=>""Purple""}, {""key""=>""Card Slots"", ""value""=>""4""}, {""key""=>""Number of Compartments"", ""value""=>""4""}]}","Key Features of Linzina Casual, Formal Purple Synthetic  Clutch Occasion: Casual, Formal Compartments: 4 Closure: Zip, Magnet,Specifications of Linzina Casual, Formal Purple Synthetic  Clutch General Closure Zip, Magnet Material Synthetic Style Code PUR 0008M Occasion Casual, Formal Color Code Purple Body Features Card Slots 4 Number of Compartments 4"
f9c2551a480d974c47721ad8edc750bc,West,16-05-2021,19-05-2021,19-05-2021,generic Small Reusable Menstrual Cup,Beauty and Personal Care , Women's Hygiene , Menstrual Cups , generic Menstrual Cups ,MENEGM3KHBAZGCHY,999,540,5,GENERIC,"{""product_specification""=>[{""key""=>""Diameter"", ""value""=>""40 mm""}, {""key""=>""Brand"", ""value""=>""generic""}, {""key""=>""Model Number"", ""value""=>""ICARESMALLCLEAR""}, {""key""=>""Material"", ""value""=>""Silicone""}, {""key""=>""Height"", ""value""=>""55 mm""}, {""key""=>""Usage Type"", ""value""=>""Reusable""}, {""key""=>""Capacity"", ""value""=>""15 ml""}, {""key""=>""Color"", ""value""=>""White""}, {""key""=>""Size"", ""value""=>""Small""}, {""key""=>""Number of Cups"", ""value""=>""1""}, {""key""=>""Sales Package"", ""value""=>""1 cup , 1 pouch""}]}","generic Small Reusable Menstrual Cup (Pack of 1) Price: Rs. 540 size 1 (SMALL) Suitable for women who have medium build or not given birth to a child or women up to the age of 25 years Cup Diameter: 40mm, Cup Total length with Stem: 80mm, Cup Length: 55mm, Stem length: 25mm, Best alternative to sanitary napkins, tampons and disposable sanitary pad the most modern intimate hygiene product for girls and women of all ages and flow levels Directions To Use: -Wash your hands and cup under running clean water -Fold the cup in half, then in half again to allow easy insertion -Stand, sit, squat, or raise one leg, Then guide the folded cup -Point the cup up and towards the back as you insert it, towards your tailbone ensuring the cup enters completely - Then Release -Once you release the cup will pop open and create a seal. Simply hold the base of the cup with one hand and rotate gently to ensure the cup has opened fully. Depending on the flow, it can protect you 4-6 hrs (heavy flow), 8-10 hrs (average flow) and upto 10-12 hrs (light flow). You must NEVER use lubricants to insert your Cup, this can damage the soft silicone material. Exposing your iCare Cup to harsh chemicals can result in damage. You can use a diluted vinegar solution for extra cleaning but no more than 1 part vinegar to 10 parts water Enjoy your iCare Cup! To Remove Your iCare Cup: 1)Sit on the toilet and reach up to pinch the sides of the cup allowing the suction seal to be broken. 2)Ease the cup gently out of the vagina holding the base to prevent spilling and simply dump the contents into the toilet 3)Rinse and clean your cup and re-insert if you are still on your period. If you are finished your period simply give the cup a thorough wash using warm water and a mild soap.,Specifications of generic Small Reusable Menstrual Cup (Pack of 1) General Diameter 40 mm Brand generic Model Number ICARESMALLCLEAR Material Silicone Height 55 mm Usage Type Reusable Capacity 15 ml Color White Size Small In the Box Number of Cups 1 Sales Package 1 cup , 1 pouch"
aee07b7cc1f17b90081dae8c1895a17c,East ,16-05-2021,19-05-2021,19-05-2021,Texco Girl's Vest,Clothing , Kids' Clothing , Girls Wear , Innerwear & Sleepwear ,VESEGHG7CEUHDZVZ,1099,499,1,TEXCO,"{""product_specification""=>[{""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton jersey""}, {""key""=>""Neck"", ""value""=>""Square Neck""}, {""key""=>""Pattern"", ""value""=>""Self Design""}, {""key""=>""Ideal For"", ""value""=>""Girl's""}, {""value""=>""1 Vest""}, {""key""=>""Style Code"", ""value""=>""TC00D00275""}, {""value""=>""Machine Wash""}]}","Key Features of Texco Girl's Vest Pink Cotton jersey,Texco Girl's Vest Price: Rs. 499 This stylish top is a perfect pick for your casual wardrobe. We suggest you team this with a pair of denims or shorts and loafers when heading outdoors .,Specifications of Texco Girl's Vest Vest Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric Cotton jersey Neck Square Neck General Details Pattern Self Design Ideal For Girl's In the Box 1 Vest Additional Details Style Code TC00D00275 Fabric Care Machine Wash"
b7c6875f25325a94e2adc16208468bbf,North,16-05-2021,19-05-2021,19-05-2021,"Linzina Casual, Formal Brown, Black Synthetic  Clutch","Bags, Wallets & Belts ", Wallets & Clutches , Clutches , Linzina Clutches ,CLTEGMUMJTPY4RMG,499,275,3,LINZINA,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Zip, Magnet""}, {""key""=>""Material"", ""value""=>""Synthetic""}, {""key""=>""Style Code"", ""value""=>""PUR 0012""}, {""key""=>""Occasion"", ""value""=>""Casual, Formal""}, {""key""=>""Color Code"", ""value""=>""Brown, Black""}, {""value""=>""Clutch""}, {""key""=>""Card Slots"", ""value""=>""3""}, {""key""=>""Pattern"", ""value""=>""Striped""}, {""key""=>""Number of Compartments"", ""value""=>""4""}]}","Key Features of Linzina Casual, Formal Brown, Black Synthetic  Clutch Occasion: Casual, Formal Compartments: 4 Closure: Zip, Magnet Pattern: Striped,Specifications of Linzina Casual, Formal Brown, Black Synthetic  Clutch General Closure Zip, Magnet Material Synthetic Style Code PUR 0012 Occasion Casual, Formal Color Code Brown, Black In the Box Clutch Body Features Card Slots 3 Pattern Striped Number of Compartments 4"
e6c21ef19e1285ba3d35a5f01277dd20,North,16-05-2021,19-05-2021,19-05-2021,"Linzina Casual, Formal Pink Synthetic  Clutch","Bags, Wallets & Belts ", Wallets & Clutches , Clutches , Linzina Clutches ,CLTEGMRUZGHZSTWH,499,275,2,LINZINA,"{""product_specification""=>[{""key""=>""Occasion"", ""value""=>""Casual, Formal""}, {""key""=>""Material"", ""value""=>""Synthetic""}, {""key""=>""Style Code"", ""value""=>""PUR 0010M""}, {""key""=>""Color Code"", ""value""=>""Pink""}, {""key""=>""Number of Compartments"", ""value""=>""4""}, {""key""=>""Card Slots"", ""value""=>""4""}]}","Key Features of Linzina Casual, Formal Pink Synthetic  Clutch Occasion: Casual, Formal Compartments: 4,Specifications of Linzina Casual, Formal Pink Synthetic  Clutch General Occasion Casual, Formal Material Synthetic Style Code PUR 0010M Color Code Pink Body Features Number of Compartments 4 Card Slots 4"
1b16b526851379a11ac4c1d75dea7269,West,16-05-2021,19-05-2021,19-05-2021,Texco Girl's Vest,Clothing , Kids' Clothing , Girls Wear , Innerwear & Sleepwear ,VESEGHG7JH79NGZX,899,399,4,TEXCO,"{""product_specification""=>[{""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton jersey""}, {""key""=>""Neck"", ""value""=>""Square Neck""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Ideal For"", ""value""=>""Girl's""}, {""value""=>""1 Vest""}, {""key""=>""Style Code"", ""value""=>""TC00D00294""}, {""value""=>""Machine Wash""}]}","Key Features of Texco Girl's Vest Purple Cotton jersey,Texco Girl's Vest Price: Rs. 399 Chill your mood and look best with this versatile top from Texco, This is a must have in this season , you can wear it and style your self on so many ways . Under a sheer shirt, over a shrug or shirt , or with a stole .,Specifications of Texco Girl's Vest Vest Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric Cotton jersey Neck Square Neck General Details Pattern Solid Ideal For Girl's In the Box 1 Vest Additional Details Style Code TC00D00294 Fabric Care Machine Wash"
139b48d6c69d88ad96f3f6c18062c802,East ,16-05-2021,19-05-2021,19-05-2021,"Linzina Wedding, Party, Festive Gold Pearls, Beads, Stone  Clutch","Bags, Wallets & Belts ", Wallets & Clutches , Clutches , Linzina Clutches ,CLTEGMYW2RWRDH5X,2500,989,5,LINZINA,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Zip, Magnet""}, {""key""=>""Material"", ""value""=>""Pearls, Beads, Stone""}, {""key""=>""Style Code"", ""value""=>""CLU 0018M""}, {""key""=>""Occasion"", ""value""=>""Wedding, Party, Festive""}, {""key""=>""Color Code"", ""value""=>""Gold""}, {""key""=>""Card Slots"", ""value""=>""3""}, {""key""=>""Number of Compartments"", ""value""=>""3""}, {""value""=>""1 Clutch""}]}","Key Features of Linzina Wedding, Party, Festive Gold Pearls, Beads, Stone  Clutch Occasion: Wedding, Party, Festive Compartments: 3 Closure: Zip, Magnet,Specifications of Linzina Wedding, Party, Festive Gold Pearls, Beads, Stone  Clutch General Closure Zip, Magnet Material Pearls, Beads, Stone Style Code CLU 0018M Occasion Wedding, Party, Festive Color Code Gold Body Features Card Slots 3 Number of Compartments 3 In the Box 1 Clutch"
6d9b0a968c8166099ca013c36c026a91,West,16-05-2021,19-05-2021,19-05-2021,"Linzina Casual, Formal Grey, Black Synthetic  Clutch","Bags, Wallets & Belts ", Wallets & Clutches , Clutches , Linzina Clutches ,CLTEGMUMNQXUEHHX,499,275,1,LINZINA,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Zip, Magnet""}, {""key""=>""Material"", ""value""=>""Synthetic""}, {""key""=>""Style Code"", ""value""=>""PUR 0011M""}, {""key""=>""Occasion"", ""value""=>""Casual, Formal""}, {""key""=>""Color Code"", ""value""=>""Gray, Black""}, {""key""=>""Card Slots"", ""value""=>""3""}, {""key""=>""Number of Compartments"", ""value""=>""4""}]}","Key Features of Linzina Casual, Formal Grey, Black Synthetic  Clutch Occasion: Casual, Formal Compartments: 4 Closure: Zip, Magnet,Specifications of Linzina Casual, Formal Grey, Black Synthetic  Clutch General Closure Zip, Magnet Material Synthetic Style Code PUR 0011M Occasion Casual, Formal Color Code Gray, Black Body Features Card Slots 3 Number of Compartments 4"
dc46eca017f4190b3bd4a67bf7b6a5e7,North,11-06-2021,14-06-2021,14-06-2021,Only Women's Double Breasted,Clothing , Women's Clothing , Winter & Seasonal Wear , Coats ,CATEGGZBHAN7EKHN,4995,4245,3,ONLY,"{""product_specification""=>[{""value""=>""Coat""}, {""value""=>""stuCOOL LS LONG STRIPE, Navy Blazer""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""96%Polyester,4%Elastane""}, {""key""=>""Coat Type"", ""value""=>""Double Breasted""}, {""key""=>""Pattern"", ""value""=>""Striped""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""value""=>""Wash dark color seperately""}]}","Key Features of Only Women's Double Breasted Fabric: 96%Polyester,4%Elastane Pattern: Striped,Specifications of Only Women's Double Breasted In The Box Coat Coat Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Fabric 96%Polyester,4%Elastane Coat Type Double Breasted General Details Pattern Striped Occasion Casual Ideal For Women's Additional Details stuCOOL LS LONG STRIPE, Navy Blazer Fabric Care Wash dark color seperately"
02171a31bbce176605b2aeafc0985537,East ,11-06-2021,14-06-2021,14-06-2021,YBC Women Pink PU Sling Bag,"Bags, Wallets & Belts ", Bags , Sling Bags , YBC Sling Bags ,SLBEG67VYSJW2YXC,1199,899,1,YBC,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Zipper""}, {""key""=>""Type"", ""value""=>""Sling Bag""}, {""key""=>""Material"", ""value""=>""PU""}, {""key""=>""Style Code"", ""value""=>""ASC0017PINK""}, {""key""=>""Bag Size"", ""value""=>""Medium""}, {""key""=>""Ideal For"", ""value""=>""Women""}, {""key""=>""Color Code"", ""value""=>""Pink""}, {""key""=>""Weight"", ""value""=>""275 g""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Other Body Features"", ""value""=>""Durable""}, {""key""=>""Number of Compartments"", ""value""=>""5""}, {""value""=>""1 YBC PU Sling Bag""}]}","Key Features of YBC Women Pink PU Sling Bag Light Weight Sleek Model,YBC Women Pink PU Sling Bag Price: Rs. 899 Thi sling bag for women by ybc is perfect pick for everyday use crafted from PU (polyurethane), this bags are sleek, trendy and will serve you for years to come, which will enhance your overall appearance. Featuring multiple slots, pockets, detachable chain sling and a stylish pattern, it can be teamed with casual or formal outfits.,Specifications of YBC Women Pink PU Sling Bag General Closure Zipper Type Sling Bag Material PU Style Code ASC0017PINK Bag Size Medium Ideal For Women Color Code Pink Dimensions Weight 275 g Body Features Pattern Solid Other Body Features Durable Number of Compartments 5 In the Box 1 YBC PU Sling Bag"
6f7a0e587650c1029c2c6b71e1b0ed51,North,11-06-2021,14-06-2021,14-06-2021,iWonder Solid Women's Regular Skirt,Clothing , Women's Clothing , Western Wear , Dresses & Skirts ,SKIEG49YYDQ2QDKM,699,549,5,IWONDER,"{""product_specification""=>[{""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""cotton""}, {""key""=>""Type"", ""value""=>""Regular""}, {""key""=>""Waistband"", ""value""=>""Elastic""}, {""key""=>""Length"", ""value""=>""Full Length""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""value""=>""1 skirt""}, {""value""=>""Gentle Machine Wash in Lukewarm Water, Do Not Bleach""}]}","Key Features of iWonder Solid Women's Regular Skirt Pink cotton,iWonder Solid Women's Regular Skirt Price: Rs. 549 t’s time to update your casual wear collection with something really stylish and trendy in the form of this brown mauve coloured skirt. Featuring an eye-catching mix print all over, this full-length skirt will lend you a look worth flaunting. Made from cotton, this regular-fit skirt can be comfortably worn all day long,Specifications of iWonder Solid Women's Regular Skirt Skirt Details Number of Contents in Sales Package Pack of 1 Fabric cotton Type Regular Waistband Elastic Dimensions Length Full Length General Details Pattern Solid Occasion Casual Ideal For Women's In the Box 1 skirt Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach"
374e63028d691c380bc43b0dc60e460d,West,26-06-2021,29-06-2021,29-06-2021,@home Glass Vase,Home Decor & Festive Needs ," Flowers, Plants & Vases ", Flower Vase , @home Flower Vase ,VASEHU9W3N9RDPGZ,2299,2173,1,@HOME,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""@home""}, {""key""=>""Suitable For"", ""value""=>""Table""}, {""key""=>""Model Number"", ""value""=>""HGFVSCGSTGRY00094""}, {""key""=>""Type"", ""value""=>""Garden Decor""}, {""key""=>""Material"", ""value""=>""Glass""}, {""key""=>""Color"", ""value""=>""Grey""}, {""key""=>""Height"", ""value""=>""18 inch""}, {""key""=>""Width"", ""value""=>""18 inch""}, {""key""=>""Depth"", ""value""=>""42 inch""}, {""key""=>""Sales Package"", ""value""=>""1 Vase""}, {""key""=>""Pack of"", ""value""=>""1""}]}","Specifications of @home Glass Vase (18 inch, Grey) General Brand @home Suitable For Table Model Number HGFVSCGSTGRY00094 Type Garden Decor Material Glass Color Grey Dimensions Height 18 inch Width 18 inch Depth 42 inch In the Box Sales Package 1 Vase Pack of 1"
6f38c6979801cc982caeef2372e534e8,North,26-06-2021,29-06-2021,29-06-2021,MayurShilpa Paper Vase,Home Decor & Festive Needs ," Flowers, Plants & Vases ", Flower Vase , MayurShilpa Flower Vase ,VASEG3YYGEKHXWN6,599,428,3,MAYURSHILPA,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""MayurShilpa""}, {""key""=>""Suitable For"", ""value""=>""Table""}, {""key""=>""Model Number"", ""value""=>""441""}, {""key""=>""Material"", ""value""=>""Paper""}, {""key""=>""Color"", ""value""=>""Multicolor""}, {""key""=>""Top Diameter"", ""value""=>""3 inch""}, {""key""=>""Weight"", ""value""=>""185 g""}, {""key""=>""Height"", ""value""=>""8 inch""}, {""key""=>""Width"", ""value""=>""3 inch""}, {""key""=>""Depth"", ""value""=>""3 inch""}, {""key""=>""Covered in Warranty"", ""value""=>""NA""}, {""key""=>""Warranty Service Type"", ""value""=>""NA""}, {""key""=>""Not Covered in Warranty"", ""value""=>""NA""}, {""key""=>""Shape"", ""value""=>""Cylinder""}, {""key""=>""Design"", ""value""=>""Cylinder""}, {""key""=>""Sales Package"", ""value""=>""1Vase""}, {""key""=>""Pack of"", ""value""=>""1""}]}","Key Features of MayurShilpa Paper Vase Handmade Flower Vase,MayurShilpa Paper Vase (8 inch, Multicolor) Price: Rs. 428 A flower vase with cylindrical shape with two rings at the outer part makes it perfect. Lovely floral design on the outer part gives a spectacular look to the vase. Any kind of flower can be kept on this and it wont disappoint with the style. A beautiful product from paper mache.,Specifications of MayurShilpa Paper Vase (8 inch, Multicolor) General Brand MayurShilpa Suitable For Table Model Number 441 Material Paper Color Multicolor Dimensions Top Diameter 3 inch Weight 185 g Height 8 inch Width 3 inch Depth 3 inch Warranty Covered in Warranty NA Warranty Service Type NA Not Covered in Warranty NA Body & Design Features Shape Cylinder Design Cylinder In the Box Sales Package 1Vase Pack of 1"
393c915a199638a6748bbe31c15cdb9e,East ,26-06-2021,29-06-2021,29-06-2021,American Swan Solid Women's Regular Skirt,Clothing , Women's Clothing , Western Wear , Dresses & Skirts ,SKIEG5AFJHKZ6KYN,1799,1799,4,AMERICAN SWAN,"{""product_specification""=>[{""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""100% Cotton Jacquard""}, {""key""=>""Type"", ""value""=>""Regular""}, {""key""=>""Length"", ""value""=>""Knee Length""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}]}","Key Features of American Swan Solid Women's Regular Skirt Grey 100% Cotton Jacquard,American Swan Solid Women's Regular Skirt Price: Rs. 1,799 skirt in 100% polyester lace fabric. 98% cotton2% spandex full lining. Smart fit.,Specifications of American Swan Solid Women's Regular Skirt Skirt Details Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Jacquard Type Regular Dimensions Length Knee Length General Details Pattern Solid Ideal For Women's Occasion Casual"
a2575f3a6712823fb0dd0e3fca02c0e8,East ,12-06-2021,15-06-2021,15-06-2021,Finger's Printed Men's Track Pants,Clothing , Men's Clothing , Sports Wear , Track Pants ,TKPEGFWWV9K7PMMD,899,424,1,FINGER'S,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Knot""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Pockets"", ""value""=>""2 Kangaroo Pocket At Front and 1 Pocket backside""}, {""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""value""=>""1 trackpant""}, {""key""=>""Style Code"", ""value""=>""Red Dollar Print""}]}","Key Features of Finger's Printed Men's Track Pants Mens Fancy Track Pant Material : Cotton Outseam Length : 40 Inch,Inseam Length : 32 2 Kangaroo Pocket At Front and 1 Pocket backside,Specifications of Finger's Printed Men's Track Pants Track Pant Details Closure Knot Fabric Cotton Pockets 2 Kangaroo Pocket At Front and 1 Pocket backside General Details Pattern Printed Ideal For Men's In the Box 1 trackpant Additional Details Style Code Red Dollar Print"
ce2ec7c6546921f076099a61d88c6446,West,12-06-2021,15-06-2021,15-06-2021,TAMBAS Solid Men's Track Pants,Clothing , Men's Clothing , Sports Wear , Track Pants ,TKPEHZ2Y6KFV5ZQR,849,849,4,TAMBAS,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Thread and Elastane""}, {""key""=>""Fabric"", ""value""=>""95% Cotton, 5% Spandex""}, {""key""=>""Pockets"", ""value""=>""03""}, {""key""=>""Fly"", ""value""=>""Zipped""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""value""=>""Gentle machine or hand wash""}, {""key""=>""Style Code"", ""value""=>""Basiden NDM SS16""}, {""value""=>""1 Track Pants""}]}","Specifications of TAMBAS Solid Men's Track Pants Track Pant Details Closure Thread and Elastane Fabric 95% Cotton, 5% Spandex Pockets 03 Fly Zipped General Details Pattern Solid Ideal For Men's Fabric Care Gentle machine or hand wash Additional Details Style Code Basiden NDM SS16 In the Box 1 Track Pants"
91d6a7567a3048e2f686ed5b549f91ca,West,17-06-2021,20-06-2021,20-06-2021,Nordlich Printed Cotton Women's Harem Pants,Clothing , Women's Clothing , Ethnic Wear , Ethnic Bottoms ,HAREHQNYQ9ZFQZTE,1399,1399,5,NORDLICH,"{""product_specification""=>[{""value""=>""Harem Pant""}, {""key""=>""Pleated"", ""value""=>""No""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Waistband"", ""value""=>""Elastic""}, {""key""=>""Hem"", ""value""=>""Smocked Hem""}, {""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""value""=>""Machine Wash Cold with Like Colours, No Bleach, Dry in Shade, Warm Iron on Reverse if needed, Do Not Dry Clean""}]}","Key Features of Nordlich Printed Cotton Women's Harem Pants Bio washed Two side pockets Stretchable bottom Yoga wear,Nordlich Printed Cotton Women's Harem Pants Price: Rs. 1,399 Crafted to be snuggled into, they can be an ideal companion for sleep, lounge, or yoga. Pairs well with any of our lightweight cotton tees.,Specifications of Nordlich Printed Cotton Women's Harem Pants In The Box Harem Pant Harem Pant Details Pleated No Number of Contents in Sales Package Pack of 1 Fabric Cotton Waistband Elastic Hem Smocked Hem General Details Pattern Printed Occasion Casual Ideal For Women's Fabric Care Machine Wash Cold with Like Colours, No Bleach, Dry in Shade, Warm Iron on Reverse if needed, Do Not Dry Clean"
a245bd51230fbf2eec51a563494751a5,East ,17-06-2021,20-06-2021,20-06-2021,Ligans NY Women Beige PU Sling Bag,"Bags, Wallets & Belts ", Bags , Sling Bags , Ligans NY Sling Bags ,SLBEG68TKWYVGNKT,1895,1295,5,LIGANS NY,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Zip""}, {""key""=>""Type"", ""value""=>""Sling Bag""}, {""key""=>""Material"", ""value""=>""PU""}, {""key""=>""Style Code"", ""value""=>""LNY LB-MO -7147""}, {""key""=>""Bag Size"", ""value""=>""Small""}, {""key""=>""Ideal For"", ""value""=>""Women""}, {""key""=>""Color Code"", ""value""=>""Beige""}, {""key""=>""Weight"", ""value""=>""450 g""}, {""key""=>""Height"", ""value""=>""210 mm""}, {""key""=>""Width"", ""value""=>""330 mm""}, {""key""=>""Depth"", ""value""=>""110 mm""}, {""key""=>""Pattern"", ""value""=>""Crock Print""}, {""key""=>""Number of Compartments"", ""value""=>""1""}, {""value""=>""Sling Bag""}]}","Key Features of Ligans NY Women Beige PU Sling Bag Size: Small No of Compartments: 1 Closure: Zip,Ligans NY Women Beige PU Sling Bag Price: Rs. 1,295 Classy and appealing, this beige coloured sling bag from Ligans NY is ideal for women who have an eye for stylish accessories. Featuring a front fring and a chain sling, this bag will certainly impress everyone aound.  Made from PU (polyurethane), this sling bag is durable and lightweight and thus, worthwhile. ,Specifications of Ligans NY Women Beige PU Sling Bag General Closure Zip Type Sling Bag Material PU Style Code LNY LB-MO -7147 Bag Size Small Ideal For Women Color Code Beige Dimensions Weight 450 g Height 210 mm Width 330 mm Depth 110 mm Body Features Pattern Crock Print Number of Compartments 1 In the Box Sling Bag"
65d7bdc0f3aabf3fa08b6d44badcf152,North,17-06-2021,20-06-2021,20-06-2021,TAMBAS Solid Men's Track Pants,Clothing , Men's Clothing , Sports Wear , Track Pants ,TKPEHZ2YKJECKGQK,849,849,3,TAMBAS,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Thread and Elastane""}, {""key""=>""Fabric"", ""value""=>""95% Cotton, 5% Spandex""}, {""key""=>""Pockets"", ""value""=>""03""}, {""key""=>""Fly"", ""value""=>""Zipped""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""value""=>""Gentle machine or hand wash""}, {""key""=>""Style Code"", ""value""=>""Basiden DM SS16""}, {""value""=>""1 Track Pants""}]}","Key Features of TAMBAS Solid Men's Track Pants Cotton Rich 02 side deep pockets for the safety of your belongings 01 back pocket with Velcro tape Elastane infused elastic for soft grip No de shaping at knees Subtle contrast colour pockets Zipped fly,Specifications of TAMBAS Solid Men's Track Pants Track Pant Details Closure Thread and Elastane Fabric 95% Cotton, 5% Spandex Pockets 03 Fly Zipped General Details Pattern Solid Ideal For Men's Fabric Care Gentle machine or hand wash Additional Details Style Code Basiden DM SS16 In the Box 1 Track Pants"
a1c34a7cf897bac272bbf2d672ec0e52,North,17-06-2021,20-06-2021,20-06-2021,Gwyn lingerie Floral Print Women's Gathered Skirt,Clothing , Women's Clothing , Western Wear , Dresses & Skirts ,SKIEG6R7Y6N66FS5,1200,599,4,GWYN LINGERIE,"{""product_specification""=>[{""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Georgette""}, {""key""=>""Type"", ""value""=>""Gathered""}, {""key""=>""Waistband"", ""value""=>""Elastic Waistband""}, {""key""=>""Length"", ""value""=>""Full Length""}, {""key""=>""Pattern"", ""value""=>""Floral Print""}, {""key""=>""Occasion"", ""value""=>""Casual, Party, Festive, Lounge Wear""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""value""=>""1 Skirt""}]}","Key Features of Gwyn lingerie Floral Print Women's Gathered Skirt LPink Georgette,Gwyn lingerie Floral Print Women's Gathered Skirt Price: Rs. 599 Imported Digital Printed Georgette with inside Linen Long skirt, Red rose on white with red linen fabric make contrast, good for partywear and formal, Waist size 30""-38"",Specifications of Gwyn lingerie Floral Print Women's Gathered Skirt Skirt Details Number of Contents in Sales Package Pack of 1 Fabric Georgette Type Gathered Waistband Elastic Waistband Dimensions Length Full Length General Details Pattern Floral Print Occasion Casual, Party, Festive, Lounge Wear Ideal For Women's In the Box 1 Skirt"
